,Dataset_name,Anomaly_classes,Training_sample_size,Test_sample_size,Test_balance_size,Test_length_dev,Anomaly_All_ratio_dev,Test_size_balance_dev,Test_All_ratio_dev,Test_Train_ratio_dev,Anomaly_test_ratio_dev,Amount_of_classes
903,904_home & living_weddings_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",5581,62859 (96.2%),2392 N,62859,0.8835037989479836,2392,0.9184541203974284,11.263035298333632,0.9619465788510794,32
904,905_home & living_women,"['home & living', 'women']",141144,62859 (3.8%),2368 A,62859,0.011607672436189664,2368,0.3081278216496816,0.4453536813467097,0.03767161424776086,2
905,906_home & living_women_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",5524,62859 (96.2%),2368 N,62859,0.8845911995671438,2368,0.9192196891040171,11.379254163649529,0.9623283857522391,32
906,907_home & living_crime,"['home & living', 'crime']",141151,62859 (3.8%),2365 A,62859,0.011592568991716092,2365,0.3081172491544532,0.4453315952419749,0.03762388838511589,2
907,908_home & living_crime_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'science' 'wellness' 'business' 'style' 'food & drink'
 'media' 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",5517,62859 (96.2%),2365 N,62859,0.8847256347256347,2365,0.9193137943137943,11.393692224034801,0.9623761116148841,32
908,909_home & living_impact,"['home & living', 'impact']",141206,62859 (3.7%),2342 A,62859,0.011476735353931346,2342,0.3080342047876902,0.445158137756186,0.03725799010483781,2
909,910_home & living_impact_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",5462,62859 (96.3%),2342 N,62859,0.8857745056424818,2342,0.9200538633802199,11.508421823507872,0.9627420098951622,32
910,911_home & living_divorce,"['home & living', 'divorce']",141246,62859 (3.7%),2324 A,62859,0.01138629626907719,2324,0.307973836995664,0.44503207170468545,0.03697163492896801,2
911,912_home & living_divorce_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty']",5422,62859 (96.3%),2324 N,62859,0.8865570217190727,2324,0.9205928442758601,11.593323496864626,0.963028365071032,32
912,913_home & living_world news,"['home & living', 'world news']",136965,62859 (6.6%),4159 A,62859,0.020813315717831692,4159,0.3145718232044199,0.4589420654911839,0.06616395424680635,2
913,914_home & living_world news_INVERT,"['u.s. news' 'comedy' 'parenting' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9703,62859 (93.4%),4159 N,62859,0.8089633692566357,4159,0.8662798710068631,6.478305678656086,0.9338360457531937,32
914,915_home & living_media,"['home & living', 'media']",141584,62859 (3.5%),2180 A,62859,0.010663118815513371,2180,0.30746467230475,0.44396965758842805,0.034680793522009576,2
915,916_home & living_media_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'queer voices' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",5084,62859 (96.5%),2180 N,62859,0.8930868522143561,2180,0.9251725711257967,12.364083398898504,0.9653192064779904,32
916,917_home & living_weird news,"['home & living', 'weird news']",141701,62859 (3.4%),2130 A,62859,0.010412592882283927,2130,0.30728881501759875,0.44360307972420804,0.03388536247792679,2
917,918_home & living_weird news_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",4967,62859 (96.6%),2130 N,62859,0.895364609441807,2130,0.926768495857046,12.655325145963358,0.9661146375220732,32
918,919_home & living_religion,"['home & living', 'religion']",141841,62859 (3.3%),2070 A,62859,0.010112359550561797,2070,0.3070786516853933,0.44316523431165883,0.03293084522502744,2
919,920_home & living_religion_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",4827,62859 (96.7%),2070 N,62859,0.8981030050527435,2070,0.9286854002304761,13.022374145431945,0.9670691547749726,32
920,921_home & living_style,"['home & living', 'style']",135197,62859 (7.8%),4917 A,62859,0.024826311750212063,4917,0.31737993294825706,0.46494374875182143,0.07822268887510142,2
921,922_home & living_style_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",11471,62859 (92.2%),4917 N,62859,0.7795237454594376,4917,0.8456746939324633,5.479818673175835,0.9217773111248986,32
922,923_home & living_science,"['home & living', 'science']",142100,62859 (3.1%),1958 A,62859,0.009553130138222767,1958,0.3066906064139657,0.44235749472202673,0.031149079686281996,2
923,924_home & living_science_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",4568,62859 (96.9%),1958 N,62859,0.903213846085396,1958,0.932252658430599,13.760726795096323,0.968850920313718,32
924,925_home & living_tech,"['home & living', 'tech']",142172,62859 (3.1%),1928 A,62859,0.009403456062741731,1928,0.3065829069750428,0.4421334721323467,0.03067182105983232,2
925,926_home & living_tech_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",4496,62859 (96.9%),1928 N,62859,0.9046247494618068,1928,0.9332492019894588,13.981094306049823,0.9693281789401677,32
926,927_home & living_money,"['home & living', 'money']",142415,62859 (2.9%),1823 A,62859,0.008880812962187125,1823,0.30621997914981924,0.44137906821612893,0.02900141586725847,2
927,928_home & living_money_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",4253,62859 (97.1%),1823 N,62859,0.9094647753009893,1823,0.9366283228036715,14.779920056430754,0.9709985841327415,32
928,929_home & living_environment,"['home & living', 'environment']",140798,62859 (4.0%),2516 A,62859,0.012354105186661888,2516,0.3086513107823448,0.4464481029560079,0.040026090138245915,2
929,930_home & living_environment_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",5870,62859 (96.0%),2516 N,62859,0.8779845480073913,2516,0.9145920935849496,10.708517887563884,0.9599739098617541,32
930,931_home & living_fifty,"['home & living', 'fifty']",142664,62859 (2.7%),1717 A,62859,0.008354296112843818,1717,0.30584898040608594,0.4406087029664106,0.027315102053802956,2
931,932_home & living_fifty_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'divorce']",4004,62859 (97.3%),1717 N,62859,0.9144369830848152,1717,0.94011635732767,15.69905094905095,0.9726848979461971,32
932,933_home & living_good news,"['home & living', 'good news']",142666,62859 (2.7%),1716 A,62859,0.008349349227587885,1716,0.3058460041357499,0.4406025261800289,0.0272991934329213,2
933,934_home & living_good news_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'fifty' 'divorce']",4002,62859 (97.3%),1716 N,62859,0.9144792928613092,1716,0.9401444788441693,15.706896551724139,0.9727008065670787,32
934,935_home & living_u.s. news,"['home & living', 'u.s. news']",142681,62859 (2.7%),1710 A,62859,0.008319548506373455,1710,0.3058236839544614,0.4405562058017536,0.027203741707631367,2
935,936_home & living_u.s. news_INVERT,"['comedy' 'parenting' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",3987,62859 (97.3%),1710 N,62859,0.9147742572480029,1710,0.9403554438560273,15.765989465763733,0.9727962582923686,32
936,937_home & living_arts & culture,"['home & living', 'arts & culture']",140899,62859 (3.9%),2473 A,62859,0.012136946770188164,2473,0.3084983166305127,0.4461280775591026,0.03934201944033472,2
937,938_home & living_arts & culture_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",5769,62859 (96.1%),2473 N,62859,0.8799032464883139,2473,0.91593810106662,10.895995839833594,0.9606579805596653,32
938,939_home & living_college,"['home & living', 'college']",142844,62859 (2.6%),1640 A,62859,0.007972659611187002,1640,0.3055813478656121,0.4400534849206127,0.02609013824591546,2
939,940_home & living_college_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings'
 'healthy living tips' 'good news' 'fifty' 'divorce']",3824,62859 (97.4%),1640 N,62859,0.918060075281556,1640,0.9426540497578093,16.4380230125523,0.9739098617540846,32
940,941_home & living_latino voices,"['home & living', 'latino voices']",142853,62859 (2.6%),1635 A,62859,0.007948004977833087,1635,0.3055679785330948,0.4400257607470617,0.026010595141507182,2
941,942_home & living_latino voices_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'money' 'religion' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",3815,62859 (97.4%),1635 N,62859,0.9182589915109338,1635,0.9427812940576537,16.476802096985583,0.9739894048584928,32
942,943_home & living_education,"['home & living', 'education']",142935,62859 (2.5%),1601 A,62859,0.007779624284478653,1601,0.30544622292195106,0.43977332353867143,0.025469702031530886,2
943,944_home & living_education_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",3733,62859 (97.5%),1601 N,62859,0.9199002883229217,1601,0.9439422152811149,16.838735601392983,0.9745302979684691,32
944,945_home & living_ENVIRONMENT,"['healthy living tips', 'tech', 'u.s. news', 'arts & culture', 'travel', 'home & living', 'world news', 'environment', 'science', 'food & drink', 'impact']",107433,62859 (26.8%),16816 A,62859,0.0987480327907359,16816,0.36912479740680715,0.5850995504174695,0.2675193687459234,11
945,946_home & living_ENVIRONMENT_INVERT,"['comedy' 'parenting' 'sports' 'entertainment' 'politics' 'weird news'
 'education' 'crime' 'wellness' 'business' 'style' 'media' 'queer voices'
 'women' 'black voices' 'money' 'religion' 'latino voices' 'weddings'
 'college' 'good news' 'fifty' 'divorce']",39235,62859 (73.2%),16816 N,62859,0.4509863459165083,16816,0.6156972985679864,1.6021154581368675,0.7324806312540766,23
946,947_home & living_ADULT INTERESTS,"['healthy living tips', 'tech', 'crime', 'money', 'wellness', 'home & living', 'divorce', 'parenting', 'education', 'sports', 'fifty', 'college', 'business', 'politics', 'weddings', 'travel']",65233,62859 (55.5%),27958 N,62859,0.2724682259625894,27958,0.49073322299597166,0.9636073766345254,0.5552267773906681,16
947,948_home & living_ADULT INTERESTS_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'entertainment'
 'weird news' 'environment' 'science' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'religion' 'latino voices' 'impact'
 'good news']",81435,62859 (44.5%),27958 A,62859,0.19375719018115792,27958,0.4356314191858289,0.7718916927610978,0.444773222609332,18
948,949_home & living_AESTHETICS,"['arts & culture', 'style', 'home & living', 'weddings', 'food & drink', 'travel']",117059,62859 (20.2%),12690 A,62859,0.07053213130426084,12690,0.34937582676552653,0.5369856226347397,0.20188039898821172,6
949,950_home & living_AESTHETICS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'media' 'queer voices' 'women'
 'black voices' 'money' 'religion' 'latino voices' 'impact' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",29609,62859 (79.8%),12690 N,62859,0.542555262361033,12690,0.6797919280183414,2.1229693674220678,0.7981196010117882,28
950,951_home & living_MINORITIES,"['latino voices', 'queer voices', 'home & living', 'women', 'black voices']",132702,62859 (9.5%),5986 A,62859,0.030609375079898343,5986,0.3214291193029285,0.4736854003707555,0.09522900459759144,5
951,952_home & living_MINORITIES_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'travel' 'money' 'religion' 'impact' 'weddings'
 'college' 'healthy living tips' 'good news' 'fifty' 'divorce']",13966,62859 (90.5%),5986 N,62859,0.7402928734136024,5986,0.8182102180279857,4.500859229557497,0.9047709954024086,29
952,953_home & living_SCIENTIFIC,"['crime', 'money', 'home & living', 'education', 'business', 'science', 'tech']",132001,62859 (10.0%),6287 A,62859,0.032264189674638205,6287,0.3225854459612029,0.4762009378716828,0.10001749948296983,7
953,954_home & living_SCIENTIFIC_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'wellness' 'style'
 'food & drink' 'media' 'queer voices' 'women' 'black voices' 'travel'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",14667,62859 (90.0%),6287 N,62859,0.729716482212419,6287,0.8108118566674406,4.285743505829413,0.8999825005170302,27
954,955_home & living_PROGRESS,"['money', 'queer voices', 'home & living', 'women', 'education', 'college', 'environment', 'black voices', 'science', 'tech']",124890,62859 (14.8%),9334 A,62859,0.049715311399794404,9334,0.33480338110988606,0.5033149171270718,0.14849106730937495,10
